,age,total_pageviews,edu,edu_ages,user_level,industry,value_level,act_level,sex,blue_money,red_money,work_hours,region,labels,pro1,pro2
3480,41,202565,2,9,2,1,2,1,1,0,0,40,1,0,0.502347548,0.497652452
3481,46,194063,2,7,2,10,2,1,1,0,0,40,1,0,0.505192727,0.494807273
3482,62,243733,3,14,2,4,2,1,1,7298,0,70,1,1,0.481797785,0.518202215
3483,20,403519,2,9,1,5,1,1,1,0,1719,33,1,0,0.518300369,0.481699631
3484,48,104353,2,9,2,7,3,2,0,0,0,40,1,0,0.50106182,0.49893818
3485,23,239539,2,9,1,10,4,3,1,0,0,40,14,0,0.515082266,0.484917734
3486,36,104089,5,11,1,9,4,1,1,0,0,40,1,0,0.512752623,0.487247377
3487,33,93585,3,14,1,4,1,1,0,0,0,40,1,0,0.50536229,0.49463771
3488,43,139277,2,9,7,7,5,1,0,0,0,40,15,0,0.50859406,0.49140594
3489,22,124971,2,9,1,7,1,1,1,0,0,45,1,0,0.509956745,0.490043255
3490,50,82566,3,14,2,11,2,1,1,0,0,45,1,1,0.496719997,0.503280003
3491,22,145964,1,13,1,6,4,1,1,0,0,15,1,0,0.513077894,0.486922106
3492,32,177855,2,9,2,7,2,1,1,0,0,55,1,0,0.501934974,0.498065026
3493,18,263656,2,7,1,6,4,2,1,0,0,25,1,0,0.610481001,0.389518999
3494,40,199191,3,14,3,2,1,1,0,0,0,50,10,0,0.502080107,0.497919893
3495,39,212840,1,13,3,4,5,2,0,0,0,40,1,0,0.506608935,0.493391065
3496,56,191330,2,10,2,7,2,1,1,0,0,40,1,0,0.50109547,0.49890453
3497,50,193720,2,9,2,2,2,1,1,0,0,70,35,1,0.498607981,0.501392019
3498,39,172927,5,12,2,4,2,1,1,15024,0,50,1,1,0.481343094,0.518656906
3499,33,51185,2,10,2,7,2,1,1,0,0,40,1,0,0.502722756,0.497277244
3500,30,186145,1,13,3,6,1,1,0,0,0,40,1,0,0.506491926,0.493508074
3501,45,181307,3,16,5,4,1,1,1,0,1408,40,1,0,0.501253048,0.498746952
3502,20,180052,2,10,1,5,4,1,1,0,0,22,1,0,0.520657557,0.479342443
3503,24,61791,4,5,2,12,3,1,0,0,0,40,1,0,0.508475132,0.491524868
3504,44,52505,2,10,2,9,2,1,1,0,0,99,1,0,0.502512328,0.497487672
3505,36,48976,1,13,2,6,3,1,0,0,0,40,1,1,0.498198582,0.501801418
3506,37,281012,2,9,2,7,3,3,0,0,0,40,29,0,0.501545742,0.498454258
3507,33,156464,2,9,3,7,1,1,1,0,0,40,1,0,0.508327983,0.491672017
3508,71,94358,2,9,2,5,2,1,1,0,0,6,1,0,0.50722513,0.49277487
3509,44,296858,3,14,2,14,2,1,1,0,0,40,1,1,0.498162213,0.501837787
3510,46,84790,2,9,2,10,2,1,1,0,0,40,1,0,0.502889954,0.497110046
3511,43,177054,2,9,2,8,2,1,1,0,0,60,1,0,0.50090531,0.49909469
3512,38,131239,2,9,1,5,4,1,1,0,0,20,1,0,0.514863044,0.485136956
3513,30,49398,1,13,2,4,2,1,1,0,0,40,1,1,0.499530956,0.500469044
3514,44,27242,5,12,2,7,2,1,1,0,0,40,14,0,0.50109547,0.49890453
3515,41,113324,5,12,2,1,2,1,1,0,0,40,1,0,0.501693103,0.498306897
3516,33,295591,10,1,1,9,1,1,1,0,0,40,6,0,0.515292413,0.484707587
3517,61,48549,2,10,1,2,1,1,1,0,0,38,1,0,0.504347182,0.495652818
3518,45,384627,3,14,2,4,3,1,0,2580,0,18,1,0,0.500516187,0.499483813
3519,25,266062,2,15,1,4,1,1,1,0,0,65,1,0,0.502793592,0.497206408
3520,26,208117,1,13,1,4,4,1,1,0,0,38,1,0,0.509143064,0.490856936
3521,23,315476,2,9,1,8,4,1,1,0,0,30,1,0,0.516422142,0.483577858
3522,35,20308,2,10,5,6,1,1,1,0,0,40,1,0,0.506959202,0.493040798
3523,60,169204,2,9,2,2,2,1,1,0,0,50,1,1,0.498607981,0.501392019
3524,35,319831,2,9,3,7,1,1,1,0,0,60,1,0,0.506561613,0.493438387
3525,32,80356,1,13,2,11,2,1,1,0,0,50,1,1,0.498977949,0.501022051
3526,26,313473,2,10,1,5,1,1,1,0,0,30,1,0,0.514102411,0.485897589
3527,31,209529,2,7,2,1,2,1,1,0,0,40,8,0,0.505679922,0.494320078
3528,24,214956,2,7,1,2,1,1,1,0,0,45,1,0,0.510559724,0.489440276
3529,31,557853,1,13,2,4,2,1,1,5013,0,32,1,0,0.503225441,0.496774559
3530,49,78529,1,13,2,6,2,1,1,0,0,60,1,1,0.496960537,0.503039463
3531,37,446390,2,10,2,10,3,1,0,0,0,40,1,0,0.502031339,0.497968661
3532,43,256253,1,13,2,4,2,1,1,0,0,55,1,1,0.497059062,0.502940938
3533,31,61898,2,10,2,4,3,1,0,0,0,40,1,0,0.500326555,0.499673445
3534,34,181152,2,9,2,1,3,2,0,0,0,35,1,0,0.502364606,0.497635394
3535,34,90409,2,10,1,5,4,1,1,0,0,40,1,0,0.511729549,0.488270451
3536,35,237713,2,15,2,4,2,1,1,0,0,50,1,1,0.495402582,0.504597418
3537,29,176727,2,10,1,7,1,1,1,0,0,38,1,0,0.507673696,0.492326304
3538,26,285367,5,11,1,1,4,1,1,4416,0,28,1,0,0.512651703,0.487348297
3539,36,135293,3,14,5,2,1,1,0,0,0,50,1,0,0.502785254,0.497214746
3540,39,105044,2,9,2,12,2,1,1,7298,0,40,1,1,0.488380893,0.511619107
3541,48,98010,3,14,2,4,3,1,0,0,0,16,1,1,0.498247251,0.501752749
3542,56,162301,2,9,7,1,5,1,0,0,0,40,1,0,0.507996586,0.492003414
3543,65,103824,3,14,2,2,2,1,1,0,0,40,1,1,0.497621523,0.502378477
3544,28,115677,1,13,2,6,2,1,1,7688,0,40,1,1,0.486948212,0.513051788
3545,48,319079,1,13,3,1,5,1,0,0,0,30,1,0,0.508562482,0.491437518
3546,64,134912,2,9,2,2,2,1,1,0,0,12,1,0,0.503690427,0.496309573
3547,31,35985,2,9,2,7,2,1,1,0,0,40,1,0,0.503377187,0.496622813
3548,44,245317,2,9,2,8,2,1,1,0,0,40,1,0,0.50174992,0.49825008
3549,34,35743,1,13,2,2,2,1,1,0,0,40,1,1,0.498396003,0.501603997
3550,54,231004,2,10,3,1,1,1,0,0,0,37,1,0,0.507557123,0.492442877
3551,51,237295,2,10,3,5,1,1,0,0,0,40,1,0,0.509392037,0.490607963
3552,38,43311,7,3,2,5,3,1,0,0,0,40,26,0,0.505683875,0.494316125
3553,18,154583,2,7,1,6,4,1,0,0,0,16,1,0,0.611138855,0.388861145
3554,64,278515,2,9,3,1,5,2,0,0,0,40,1,0,0.511015177,0.488984823
3555,26,266062,2,10,1,2,1,1,1,0,0,60,1,0,0.5066471,0.4933529
3556,36,172425,1,13,2,2,3,1,0,0,0,25,1,1,0.499370283,0.500629717
3557,46,102388,5,12,2,2,2,1,1,0,0,60,1,1,0.497953533,0.502046467
3558,48,195554,2,10,2,10,2,1,1,7298,0,40,1,1,0.487038474,0.512961526
3559,32,265368,1,13,2,2,3,1,0,0,1902,44,1,1,0.488627992,0.511372008
3560,19,100669,5,11,1,7,4,3,1,0,0,20,1,0,0.518824976,0.481175024
3561,45,233511,5,12,2,2,2,1,1,0,0,40,1,1,0.499395777,0.500604223
3562,42,223566,2,15,1,2,1,1,1,0,0,15,1,0,0.502761849,0.497238151
3563,22,95552,2,9,1,10,4,1,1,0,0,40,1,0,0.515082266,0.484917734
3564,27,159676,2,9,3,8,6,1,1,0,0,40,1,0,0.512667103,0.487332897
3565,19,80978,2,9,1,12,4,1,0,0,0,25,1,0,0.522215605,0.477784395
3566,48,70584,2,9,2,10,2,1,1,0,0,40,1,0,0.502889954,0.497110046
3567,29,153475,2,7,3,10,5,1,0,0,0,40,1,0,0.514105642,0.485894358
3568,47,104489,1,13,2,6,2,1,1,0,0,40,1,1,0.498402759,0.501597241
3569,54,146325,1,13,2,1,2,1,1,0,0,40,1,1,0.498792894,0.501207106
3570,39,246900,1,13,2,6,2,1,1,0,0,60,1,1,0.497558157,0.502441843
3571,35,187589,5,11,2,7,2,1,1,0,0,40,1,0,0.502398255,0.497601745
3572,46,65535,1,13,2,9,2,1,1,0,0,60,1,0,0.500209768,0.499790232
3573,50,38540,2,9,2,2,2,1,1,0,0,40,1,0,0.500050232,0.499949768
3574,46,191389,7,3,2,1,3,1,0,0,0,40,15,0,0.502545852,0.497454148
3575,19,231492,2,9,1,10,4,1,1,0,0,60,1,0,0.516698658,0.483301342
3576,32,130007,8,6,3,6,4,1,0,0,0,35,1,0,0.514294827,0.485705173
3577,64,487751,1,13,2,2,2,1,1,0,0,50,1,1,0.49680998,0.50319002
3578,33,52240,2,10,1,6,1,2,0,0,0,40,1,0,0.509612563,0.490387437
3579,65,172906,5,12,7,4,1,1,0,0,0,50,1,0,0.505343169,0.494656831
3580,47,158685,2,8,3,5,1,1,0,0,0,48,1,0,0.507909471,0.492090529
3581,33,307693,2,9,1,1,1,2,0,0,0,30,1,0,0.513136583,0.486863417
3582,40,202922,2,10,2,1,2,1,1,0,0,40,1,0,0.501693103,0.498306897
3583,61,119563,2,9,4,5,1,1,0,0,0,25,1,0,0.512526242,0.487473758
3584,30,161444,5,11,2,3,2,1,1,0,0,38,1,0,0.504270607,0.495729393
3585,27,82242,1,13,1,2,6,1,1,0,0,45,12,0,0.50657045,0.49342955
3586,68,357233,2,9,7,3,6,1,0,0,0,10,1,0,0.514580306,0.485419694
3587,31,177596,2,10,1,1,1,1,0,0,0,40,8,0,0.509183976,0.490816024
3588,27,209085,2,9,1,6,6,1,1,0,0,45,1,0,0.510835725,0.489164275
3589,35,241306,2,10,1,6,1,1,1,0,0,50,1,0,0.505517173,0.494482827
3590,32,19447,2,9,2,6,3,1,0,0,0,40,1,0,0.501480114,0.498519886
3591,48,195104,2,9,2,6,2,1,1,0,0,60,1,1,0.499917535,0.500082465
3592,22,109456,2,10,1,3,4,1,1,0,0,32,1,0,0.514835901,0.485164099
3593,68,34887,2,9,7,15,1,1,0,0,0,6,1,0,0.518556968,0.481443032
3594,55,202435,1,13,3,1,1,1,0,0,0,40,1,0,0.505254924,0.494745076
3595,49,191821,2,10,3,1,5,1,0,0,0,32,1,0,0.508383847,0.491616153
3596,49,228372,1,13,2,6,2,1,1,0,1977,60,1,1,0.489816668,0.510183332
3597,37,78374,2,9,2,1,3,3,0,0,0,38,30,0,0.501545742,0.498454258
3598,58,129786,2,9,2,10,2,1,1,0,0,40,1,0,0.502889954,0.497110046
3599,23,410439,2,9,3,4,4,1,1,0,0,20,1,0,0.515533804,0.484466196
3600,35,152307,2,9,2,7,2,1,1,0,1485,40,1,0,0.503052691,0.496947309
3601,42,33895,1,13,3,1,1,1,0,0,0,40,1,0,0.505852488,0.494147512
3602,20,178390,2,10,1,5,4,1,1,0,0,30,1,0,0.520657557,0.479342443
3603,63,114011,2,7,3,5,1,1,0,0,0,40,1,0,0.513506235,0.486493765
3604,23,157839,5,12,1,4,1,1,0,0,0,35,1,0,0.511365367,0.488634633
3605,30,97355,2,10,5,4,1,1,0,0,0,40,1,0,0.508295002,0.491704998
3606,40,369781,2,9,2,3,2,1,1,15024,0,45,1,1,0.484431093,0.515568907
3607,22,225515,1,13,2,4,3,1,0,0,0,40,1,0,0.501095535,0.498904465
3608,21,138513,2,10,1,2,4,1,1,0,0,25,1,0,0.517127479,0.482872521
3609,72,138248,2,7,2,7,2,1,1,0,0,20,1,0,0.507692511,0.492307489
3610,28,149141,2,10,2,7,2,1,1,0,0,45,1,0,0.503395619,0.496604381
3611,36,233955,1,13,2,2,2,4,1,0,0,40,1,1,0.498396003,0.501603997
3612,40,150533,1,13,2,1,2,1,1,0,1977,40,1,1,0.492245911,0.507754089
3613,53,233369,2,9,2,1,3,1,0,0,0,40,1,0,0.500242945,0.499757055
3614,22,188779,2,10,1,6,4,2,0,0,0,16,1,0,0.517705639,0.482294361
3615,53,287927,2,9,3,6,1,1,0,0,0,60,10,0,0.506379415,0.493620585
3616,20,96483,2,10,1,12,4,3,0,0,0,8,1,0,0.521562404,0.478437596
3617,39,165215,1,13,1,6,1,1,0,0,0,15,16,0,0.507943217,0.492056783
3618,32,107142,5,11,2,7,2,1,1,5013,0,50,1,0,0.504974894,0.495025106
3619,48,82008,2,9,2,8,2,1,1,0,0,50,1,0,0.500307673,0.499692327
3620,25,116044,2,9,1,11,1,1,1,0,0,40,1,0,0.510442378,0.489557622
3621,58,160101,2,9,3,1,1,1,1,0,0,55,1,0,0.505258994,0.494741006
3622,41,356934,2,10,2,11,2,1,1,0,0,45,1,0,0.500250855,0.499749145
3623,36,204527,2,9,1,7,5,1,1,1506,0,40,1,0,0.5110983,0.4889017
3624,36,276276,2,10,3,6,1,1,1,0,0,40,1,0,0.506959202,0.493040798
3625,28,110408,2,9,2,6,2,1,1,0,0,45,1,0,0.503659924,0.496340076
3626,37,187022,1,13,1,1,1,1,1,0,0,40,1,0,0.505047037,0.494952963
3627,35,117528,1,13,1,11,1,1,0,0,0,40,1,0,0.506557543,0.493442457
3628,50,180439,2,10,2,5,2,1,1,0,0,33,1,0,0.502930882,0.497069118
3629,47,185870,1,13,2,6,2,1,1,0,0,60,1,1,0.496960537,0.503039463
3630,21,290504,2,10,1,5,5,1,1,0,0,40,1,0,0.516462569,0.483537431
3631,49,162264,2,9,1,10,1,2,1,0,0,40,1,0,0.508659512,0.491340488
3632,38,253716,2,9,3,7,1,1,1,0,0,40,1,0,0.508003561,0.491996439
3633,28,190525,3,14,1,4,1,1,1,0,0,50,1,0,0.50452455,0.49547545
3634,29,283227,1,13,1,4,1,1,1,0,0,40,1,0,0.504482351,0.495517649
3635,31,375221,2,7,1,8,1,2,1,0,0,35,1,0,0.511448557,0.488551443
3636,30,194971,2,9,2,5,2,3,1,0,0,52,29,0,0.503770356,0.496229644
3637,30,198091,2,9,1,7,1,1,1,0,0,44,1,0,0.506886064,0.493113936
3638,30,224462,2,7,2,8,2,1,1,0,0,50,1,0,0.50423781,0.49576219
3639,38,198751,2,9,3,3,1,3,1,0,0,40,37,0,0.509551011,0.490448989
3640,27,221166,1,13,2,2,2,1,1,0,0,45,1,1,0.499393396,0.500606604
3641,54,277777,1,13,2,4,3,1,0,3103,0,40,1,1,0.494816082,0.505183918
3642,32,247156,2,9,2,5,2,2,1,3103,0,38,1,0,0.504450673,0.495549327
3643,23,61777,1,13,2,6,2,1,1,2580,0,40,1,0,0.505370364,0.494629636
3644,62,67928,9,2,2,3,2,1,1,0,0,40,6,0,0.508565312,0.491434688
3645,20,204596,2,10,1,6,4,1,0,0,0,32,1,0,0.517466075,0.482533925
3646,23,27881,2,10,1,9,1,1,1,0,0,66,1,0,0.512160339,0.487839661
3647,48,332884,5,12,3,7,1,1,1,0,0,40,1,0,0.506046693,0.493953307
3648,60,178551,2,10,2,5,2,1,1,0,0,26,1,0,0.505411971,0.494588029
3649,22,215917,2,9,2,7,2,4,1,0,0,40,1,0,0.506448443,0.493551557
3650,56,284701,1,13,2,1,3,1,0,0,0,40,1,1,0.497285936,0.502714064
3651,63,286990,2,10,2,6,2,1,1,0,0,50,1,0,0.500422075,0.499577925
3652,73,366204,6,4,7,15,5,2,0,1264,0,10,1,0,0.524762902,0.475237098
3653,22,163519,1,13,1,6,4,1,0,0,0,40,1,0,0.512107954,0.487892046
3654,51,123780,2,9,3,10,5,1,0,0,0,40,1,0,0.510177741,0.489822259
3655,39,108140,2,9,2,6,2,1,1,0,0,40,1,0,0.501957418,0.498042582
3656,31,469263,2,9,3,7,5,2,1,0,0,50,1,0,0.508531482,0.491468518
3657,52,216558,2,10,5,7,6,3,1,0,0,40,14,0,0.508272149,0.491727851
3658,46,149218,1,13,2,6,2,1,1,0,0,40,1,1,0.498402759,0.501597241
3659,32,113453,1,13,2,1,3,1,0,0,0,24,1,0,0.501394484,0.498605516
3660,46,23545,2,9,3,13,1,1,1,0,0,40,1,0,0.505069072,0.494930928
3661,46,409443,7,3,2,3,2,1,1,0,0,25,6,0,0.509887133,0.490112867
3662,29,152744,3,14,1,4,6,3,0,1506,0,40,1,0,0.509856079,0.490143921
3663,33,166543,6,4,2,10,2,2,1,0,0,40,1,0,0.507638507,0.492361493
3664,23,224217,2,7,1,8,1,1,1,0,0,40,8,0,0.513699814,0.486300186
3665,41,244522,2,9,3,13,5,1,1,0,0,55,1,0,0.505051391,0.494948609
3666,50,148121,2,10,7,2,5,3,0,0,0,40,1,0,0.505642878,0.494357122
3667,69,295425,5,12,2,2,2,1,1,0,0,24,1,0,0.503036001,0.496963999
3668,30,255424,2,15,2,4,2,1,1,0,0,55,1,1,0.495727066,0.504272934
3669,21,97214,2,9,1,1,4,1,0,0,0,35,1,0,0.518509316,0.481490684
3670,29,158703,2,10,2,5,2,1,1,0,0,40,1,0,0.5045581,0.4954419
3671,43,478972,2,9,2,12,2,1,1,0,0,50,1,0,0.502136495,0.497863505
3672,44,180383,2,10,2,3,2,1,1,0,0,60,1,0,0.501201144,0.498798856
3673,33,159123,2,10,2,1,2,1,1,0,0,40,1,0,0.502722756,0.497277244
3674,51,231230,2,9,2,10,2,1,1,0,0,45,1,0,0.501447727,0.498552273
3675,25,134232,1,13,1,5,4,1,0,0,0,20,1,0,0.515855433,0.484144567
3676,23,90729,2,7,1,10,5,5,1,0,0,40,1,0,0.515665109,0.484334891
3677,36,275338,1,13,2,2,3,1,0,0,0,40,1,1,0.496889056,0.503110944
3678,23,410446,2,9,1,7,4,1,1,0,0,40,1,0,0.513943168,0.486056832
3679,28,120475,2,9,1,7,1,1,1,0,0,35,1,0,0.510442378,0.489557622
3680,39,127048,2,10,1,2,5,1,0,0,0,40,1,0,0.50728206,0.49271794
3681,60,113544,1,13,2,2,2,1,1,0,0,50,1,1,0.495651051,0.504348949
3682,34,233727,1,13,2,2,2,1,1,0,0,50,1,1,0.496953781,0.503046219
3683,62,210064,2,10,7,4,5,1,1,0,0,20,1,0,0.508582275,0.491417725
3684,53,77462,2,10,5,4,1,1,1,0,0,60,1,0,0.503715418,0.496284582
3685,25,108001,2,10,2,3,2,1,1,0,0,45,1,0,0.504943439,0.495056561
3686,36,379522,2,9,2,7,2,1,1,15024,0,40,1,1,0.485030024,0.514969976
3687,29,51461,5,12,1,11,1,1,1,0,0,45,1,0,0.506231721,0.493768279
3688,31,147270,2,10,1,1,4,1,0,0,0,35,1,0,0.511729325,0.488270675
3689,44,118212,8,6,2,10,2,1,1,0,0,40,1,0,0.505192727,0.494807273
3690,49,189792,3,14,2,4,2,1,1,0,0,60,1,1,0.495830801,0.504169199
3691,58,225623,2,10,2,5,2,1,1,0,0,40,5,0,0.502930882,0.497069118
3692,38,248445,7,3,2,10,2,1,1,0,0,40,6,0,0.508301324,0.491698676
3693,39,218490,2,15,2,4,2,1,1,15024,0,60,1,1,0.476687024,0.523312976
3694,22,379883,2,10,1,12,4,1,0,0,0,40,1,0,0.516028743,0.483971257
3695,38,312232,1,13,2,6,2,1,1,0,0,55,1,1,0.498263308,0.501736692
3696,47,234470,5,12,7,1,5,2,0,0,0,40,1,0,0.508160964,0.491839036
3697,19,389942,2,9,1,7,1,1,1,0,0,40,1,0,0.514456568,0.485543432
3698,38,79483,2,9,3,1,1,1,0,0,0,45,1,0,0.508071999,0.491928001
3699,39,389279,5,11,3,2,5,1,0,0,0,40,1,0,0.50728206,0.49271794
3700,50,107581,2,9,2,6,2,1,1,0,0,50,1,1,0.499917535,0.500082465
3701,38,176458,2,9,3,5,5,1,0,0,0,35,1,0,0.512174927,0.487825073
3702,19,70505,2,10,1,5,1,1,0,0,0,20,1,0,0.51962348,0.48037652
3703,51,259646,3,14,3,2,5,1,0,0,0,40,1,0,0.5037516,0.4962484
3704,40,235743,5,12,3,2,5,1,1,0,0,45,1,0,0.504329502,0.495670498
3705,35,177449,1,13,2,6,2,1,1,0,1887,52,1,1,0.491118995,0.508881005
3706,28,103432,2,9,1,8,4,1,1,0,0,45,24,0,0.511546058,0.488453942
3707,47,347088,7,3,5,5,5,1,0,0,0,40,1,0,0.51317441,0.48682559
3708,51,275924,1,13,2,2,2,1,1,99999,0,50,6,1,0.438443442,0.561556558
3709,34,162113,2,10,2,2,3,1,0,0,0,48,1,1,0.497749357,0.502250643
3710,17,147497,7,3,1,6,4,1,0,0,0,20,1,0,0.611138855,0.388861145
3711,33,37232,5,11,3,7,1,1,1,10520,0,80,1,1,0.491033044,0.508966956
3712,33,441949,2,10,1,3,4,1,1,0,0,24,1,0,0.514246105,0.485753895
3713,30,285855,4,5,2,7,2,1,1,0,0,40,1,0,0.505679922,0.494320078
3714,49,103123,1,13,2,3,2,1,1,0,0,40,1,0,0.50034082,0.49965918
3715,46,207076,3,14,1,1,1,1,1,0,0,60,1,0,0.50167146,0.49832854
3716,38,36270,2,9,4,9,5,1,1,0,0,60,1,0,0.510246621,0.489753379
3717,43,206927,1,13,2,6,2,1,1,15024,0,50,1,1,0.479542384,0.520457616
3718,32,236415,2,9,1,1,1,1,0,0,0,40,1,0,0.509838194,0.490161806
3719,26,108035,2,9,1,2,1,1,0,0,0,40,1,0,0.510253474,0.489746526
3720,21,225395,2,10,1,4,4,1,0,0,0,24,1,0,0.51944553,0.48055447
3721,28,140239,2,9,5,5,4,1,0,0,0,11,1,0,0.518808907,0.481191093
3722,36,338033,2,10,3,6,5,1,0,0,0,40,1,0,0.509296226,0.490703774
3723,55,314164,2,15,2,4,2,1,1,0,0,40,1,1,0.495542024,0.504457976
3724,56,337065,6,4,3,9,6,1,1,0,0,40,1,0,0.514085691,0.485914309
3725,33,340899,3,16,2,11,2,1,1,0,0,45,1,1,0.497375862,0.502624138
3726,49,102096,4,5,2,3,2,1,1,3781,0,40,1,0,0.509338234,0.490661766
3727,47,31141,3,14,2,11,2,1,1,0,0,40,1,1,0.498162213,0.501837787
3728,62,312818,1,13,2,2,2,1,1,0,1902,1,1,1,0.49358857,0.50641143
3729,42,270147,3,14,1,4,1,1,0,0,0,40,1,0,0.504332714,0.495667286
3730,41,97279,2,9,2,8,2,1,1,0,0,50,1,0,0.50090531,0.49909469
3731,31,247328,7,3,1,8,1,1,1,0,0,30,26,0,0.513109943,0.486890057
3732,48,31267,2,9,2,5,2,1,1,3411,0,70,1,0,0.505881382,0.494118618
3733,32,220066,2,10,1,6,1,1,0,0,0,40,1,0,0.508793965,0.491206035
3734,19,159269,2,9,1,5,4,1,1,0,0,53,31,0,0.517393235,0.482606765
3735,47,155107,2,9,2,11,2,1,1,0,0,40,1,0,0.50174992,0.49825008
3736,24,354351,2,9,2,7,2,1,1,0,0,60,1,0,0.505006378,0.494993622
3737,18,129053,2,7,1,5,4,1,1,0,0,28,1,0,0.61181819,0.38818181
3738,58,255822,6,4,2,3,2,1,1,0,0,40,1,0,0.50560055,0.49439945
3739,49,192323,2,9,2,7,2,1,1,0,0,40,1,0,0.50174992,0.49825008
3740,31,176244,2,9,2,1,3,1,0,0,0,35,1,0,0.501870247,0.498129753
3741,23,223019,2,10,2,1,3,1,0,0,0,40,1,0,0.504287258,0.495712742
3742,32,243243,2,9,2,1,2,1,1,0,0,77,1,0,0.501934974,0.498065026
3743,22,194630,2,10,1,4,4,1,1,0,0,10,1,0,0.514879955,0.485120045
3744,51,98980,2,9,4,2,1,1,1,0,0,99,1,0,0.503559433,0.496440567
3745,39,223792,2,9,2,3,2,1,1,0,0,72,1,0,0.502453219,0.497546781
3746,31,415706,8,6,5,5,5,1,0,0,0,40,1,0,0.514800446,0.485199554
3747,38,68781,2,10,2,13,2,1,1,0,0,40,1,0,0.500766076,0.499233924
3748,68,113718,2,7,2,6,2,1,1,0,1258,40,1,0,0.504821564,0.495178436
3749,37,152587,2,10,1,7,1,1,1,0,0,40,1,0,0.50734926,0.49265074
3750,25,120268,2,10,2,7,4,1,1,0,0,50,1,0,0.504746874,0.495253126
3751,37,52870,1,13,2,2,2,1,1,0,0,40,1,1,0.498396003,0.501603997
3752,55,193895,2,9,3,1,5,1,0,0,0,38,1,0,0.509038103,0.490961897
3753,32,239662,2,9,2,7,2,2,1,0,1579,36,1,0,0.5062083,0.4937917
3754,51,201040,3,14,2,4,2,1,1,0,0,40,6,1,0.499079331,0.500920669
3755,36,25806,3,16,2,4,2,3,1,0,0,40,29,1,0.497604355,0.502395645
3756,46,130667,2,9,2,8,2,2,1,0,0,40,1,0,0.502568781,0.497431219
3757,55,141807,3,16,2,2,2,1,1,0,0,40,1,1,0.495491208,0.504508792
3758,51,108037,3,16,3,2,1,1,0,0,0,40,1,0,0.501953302,0.498046698
3759,50,129311,2,9,2,8,2,1,1,0,0,40,1,0,0.50174992,0.49825008
3760,47,149218,2,9,2,2,2,1,1,0,0,65,1,1,0.498607981,0.501392019
3761,42,337276,2,10,2,8,2,1,1,0,0,40,1,0,0.501693103,0.498306897
3762,48,24366,5,11,2,13,2,4,1,0,0,40,1,1,0.499463275,0.500536725
3763,61,149855,6,4,2,12,2,1,1,0,2057,70,1,0,0.505328853,0.494671147
3764,35,49020,5,12,1,9,4,1,1,0,0,35,1,0,0.512752623,0.487247377
3765,36,165007,2,9,1,4,1,1,1,0,0,40,1,0,0.507114518,0.492885482
3766,31,83413,2,9,1,6,4,1,1,0,0,40,1,0,0.510483548,0.489516452
3767,45,103331,2,10,2,5,2,1,1,15024,0,44,1,1,0.483467509,0.516532491
3768,56,142689,2,7,3,6,1,1,1,0,0,50,1,0,0.507171487,0.492828513
3769,36,398575,2,10,1,11,5,1,0,0,0,40,1,0,0.509686223,0.490313777
3770,26,166301,1,13,1,11,1,1,1,0,0,40,1,0,0.507486302,0.492513698
3771,37,53703,1,13,1,7,1,1,1,0,0,40,1,0,0.505047037,0.494952963
3772,38,274907,5,12,1,4,1,1,1,0,0,35,1,0,0.506460184,0.493539816
3773,34,226525,2,9,1,9,1,1,1,0,0,40,1,0,0.510861667,0.489138333
3774,29,36440,1,13,1,1,1,1,0,0,0,40,1,0,0.506881994,0.493118006
3775,37,81965,2,10,3,5,5,1,0,0,0,25,1,0,0.514000485,0.485999515
3776,52,111192,2,10,2,10,2,4,1,0,0,40,1,0,0.502235516,0.497764484
3777,20,214238,2,7,1,6,6,1,0,0,0,32,6,0,0.521902362,0.478097638
3778,43,115932,1,13,2,6,2,1,1,0,0,40,1,1,0.499000393,0.500999607
3779,33,173730,3,14,2,4,2,1,1,0,0,40,1,1,0.498900271,0.501099729
3780,63,123157,2,9,2,3,2,1,1,0,0,40,1,0,0.504456733,0.495543267
3781,67,220283,2,9,3,6,1,1,0,0,0,20,1,0,0.511460271,0.488539729
3782,24,155066,5,11,1,6,1,1,1,0,0,40,1,0,0.510354243,0.489645757
3783,29,244246,2,10,1,7,5,1,1,0,0,40,16,0,0.508500414,0.491499586
3784,37,112264,2,9,2,6,2,1,1,0,0,40,1,0,0.502662566,0.497337434
3785,54,200450,2,10,2,6,2,1,1,0,0,60,1,1,0.49926308,0.50073692
3786,66,128609,2,9,3,12,1,2,1,0,0,40,1,0,0.509909214,0.490090786
3787,57,340591,2,9,2,4,2,1,1,0,0,45,1,1,0.499418427,0.500581573
3788,36,43712,5,11,3,2,1,1,1,0,0,50,1,0,0.50420774,0.49579226
3789,41,316820,2,15,3,4,1,1,1,0,0,45,1,1,0.499648805,0.500351195
3790,48,44142,2,10,2,1,2,1,1,0,0,45,1,1,0.499653217,0.500346783
3791,24,311311,1,13,1,10,1,1,1,0,0,65,1,0,0.508140365,0.491859635
3792,66,143417,5,11,2,12,2,1,1,0,0,45,1,0,0.502043399,0.497956601
3793,29,264166,2,10,1,1,1,1,0,0,0,60,6,0,0.509547965,0.490452035
3794,44,112656,2,9,2,1,3,1,0,0,0,20,1,0,0.502724185,0.497275815
